x,y,q1,q2
2019-03-31,1977.1552663746766,744.1267465130568,5250.5874328734735
2019-04-07,1848.6658428400121,683.5973252791994,4996.483343619201
2019-04-14,1706.890522784524,662.7076198580586,4393.841870944625
2019-05-12,2413.6589795246387,878.5209579020674,6628.265550768366
2019-05-19,2985.785957644788,1122.9659527874044,7935.97561270475
2019-06-16,1629.7006690891592,600.6498120021388,4418.821329817645
2019-06-23,1966.4628662809985,719.0915368064589,5374.580648207282
2019-06-30,1343.0951925388642,464.5338359740008,3879.6886782489028
2019-07-28,1069.4013656326301,381.8999888185982,2991.3194489593247
2019-08-04,988.3707278140046,350.39683386350447,2784.609723038758
2019-08-11,1024.2890838134135,384.31535379965345,2727.200926905017
2019-09-08,1014.415021593166,360.4856288486308,2851.306105117117
2019-09-15,752.539422047106,257.09758050840594,2199.0270574430765
2019-10-13,545.6951758034332,184.63003677272286,1609.060636968341
2019-10-20,516.6579286833928,182.3386583457271,1460.610625640459
2019-10-27,522.9049859658104,186.83102871340017,1460.2944208416313
2019-11-24,419.29606824158566,145.51900786744486,1204.6373268589768
2019-12-01,403.0123361785307,140.08349840781386,1155.9458485684522
2019-12-08,379.84182602324955,131.18439994315906,1096.25880293811
2019-12-29,421.2689421409611,143.32345916947793,1234.4960206951318
2020-01-05,821.5854679814481,312.6263633454948,2156.4935375852165
2020-01-12,617.7367181250468,206.434482356582,1844.5712956057907
2020-01-19,721.2503625016532,252.4781779123243,2056.950670271118
2020-01-26,835.4461699424312,298.000522914142,2338.9363599516655
2020-02-16,1710.5638583917469,654.0161194413865,4471.333969202391
2020-02-23,2146.5248894766223,793.1049213254678,5806.62444240209
2020-03-01,2337.604200321686,899.4105634534965,6072.973171511653
2020-03-08,2770.5308013555414,1046.403752560958,7332.7363591462145
2020-03-15,2125.57013483754,813.0795168085805,5554.109107905867
2020-03-22,3146.806891024217,1262.4980299182705,7841.266460692853
2020-03-29,2570.2562698916972,1004.0677123562887,6577.023275623534
2020-04-05,2761.5065339992643,1025.8066787733942,7431.209497804417
2020-04-12,3667.795993137613,1386.6231779393088,9699.08591183342
2020-04-19,4519.8513137255795,1720.399806276371,11871.951609669788
2020-04-26,3842.877494545112,1407.527304984245,10488.959364497856
2020-05-03,3819.512312505429,1371.3678921240491,10634.86113736201
2020-05-10,4975.533139925304,1885.1290774219124,13129.534060068912
2020-05-17,4126.811839948536,1394.91417400019,12205.216473318074
2020-05-24,1315.2841295262401,511.6028156715321,3379.012471006165
2020-05-31,2296.0693018727407,891.8915996649396,5908.482606383746
2020-06-07,2476.0897036153933,992.1452638137143,6177.324182099035
2020-06-14,2236.6298815792766,857.7752941647897,5829.3813826014675
2020-06-21,2481.581992123995,955.8111180494724,6440.410672759006
2020-06-28,2114.0752890489075,809.5499298676817,5518.146092672672
2020-07-05,1626.6735413813653,658.8472453228414,4014.052235334756
2020-07-12,1448.4497790433454,584.3720721940937,3588.0073369817296
2020-07-19,963.3763227467625,365.2901691382003,2538.0299009735995
2020-07-26,1017.9809635241253,384.7070657465099,2690.996844846367
2020-08-02,407.450368318124,134.6594049828475,1228.7835406273884
2020-08-09,791.8584993774829,309.4969962921139,2023.5754630222166
2020-08-16,651.0394764956708,256.2708586611426,1651.5598006757948
2020-08-23,261.05575267396466,99.16714232422764,684.5862702684692
